type,by,post_id,post_link,post_message,picture,full_picture,link,link_domain,post_published,post_published_unix,post_published_sql,likes_count_fb,comments_count_fb,reactions_count_fb,shares_count_fb,engagement_fb
status,post_user_333386441351,333386441351_10153341699346352,https://www.facebook.com/333386441351/posts/10153341699346352,https://youtu.be/AvAGJ7b4T1g  Flipante ver a d�nde  llega la medicina!!! :),,,,,2015-06-26T11:19:15+0000,1435317555,26/06/2015 13:19,4,0,4,0,4
link,post_user_333386441351,333386441351_10153339639806352,https://www.facebook.com/333386441351/posts/10153339639806352,Echadle un vistazo a la p�gina y ver�is la movida solidaria que tenemos montada en nuestro pueblo y alrededores. Hoy  entre otros  nos ha retwiteado nada menos que nuestro paisano Antonio Banderas. https://www.facebook.com/tuapoyoesvida,https://scontent.xx.fbcdn.net/v/t1.0-1/c0.0.200.200/p200x200/11391451_377549385775547_4042025144434180860_n.jpg?oh=9701e342eac6ed824266e37d2eb6c55b&oe=58B6446C,https://external.xx.fbcdn.net/safe_image.php?d=AQDkXpe8fbRmvg_T&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fv%2Ft1.0-1%2Fc0.0.200.200%2Fp200x200%2F11391451_377549385775547_4042025144434180860_n.jpg%3Foh%3D9701e342eac6ed824266e37d2eb6c55b%26oe%3D58B6446C,https://www.facebook.com/tuapoyoesvida/,facebook.com,2015-06-25T11:54:38+0000,1435233278,25/06/2015 13:54,12,1,12,0,13
photo,post_user_333386441351,333386441351_10153321338041352,https://www.facebook.com/333386441351/posts/10153321338041352,,https://scontent.xx.fbcdn.net/v/t1.0-0/q85/s130x130/10409110_795914763857003_887790745814530257_n.jpg?oh=71998141864b137b161266e0cc7abf34&oe=58BD670A,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10409110_795914763857003_887790745814530257_n.jpg?oh=74b7a0f63c30c50d8ff4219ea88e3bc6&oe=58AEA870,https://www.facebook.com/photo.php?fbid=795914763857003&set=gm.10153321338041352&type=3,facebook.com,2015-06-18T10:32:40+0000,1434623560,18/06/2015 12:32,7,0,7,0,7
status,post_user_333386441351,333386441351_10153316420871352,https://www.facebook.com/333386441351/posts/10153316420871352,La ni�a de nuestra amiga Cecilia D�az necesita ayuda economica urgente ya que se encuentra malita para costiar sus estudios si alguen de buen coraz�n puede ayudar se les agradesera mucho gracias ella tiene sindrome de marfan pero tiene d�az con debilidad en sus piernas casi no puede caminar solo agrarandose y con dolor de cabeza y palida ya le medicaron un antiepileptico y un medicamento para dolor de nervios pero su mama necesita hacerle estudios para llebarcelos al neurologo y cardiologo y son de bajos recursos ellas son de GUATEMALA esta operada de un ojo perdio la vista en un ojo y en le otro ve un 20 % no se sabe si es causa de que le estrajieron su ojo estas crisis,,,,,2015-06-16T12:52:47+0000,1434459167,16/06/2015 14:52,1,0,1,0,1
link,post_user_333386441351,333386441351_10153313407421352,https://www.facebook.com/333386441351/posts/10153313407421352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQBpOyzji4__jCJA&w=130&h=130&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2015%2F06%2Fvelas-corazc3b3n.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCS8U1Hx7-z5oDj&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2015%2F06%2Fvelas-corazc3b3n.jpg,https://mundomarfan.wordpress.com/2015/06/15/ricardo-cali/,mundomarfan.wordpress.com,2015-06-15T00:44:40+0000,1434329080,15/06/2015 2:44,8,2,8,0,10
status,post_user_333386441351,333386441351_10152981804671352,https://www.facebook.com/333386441351/posts/10152981804671352,Dada la proliferaci�n de v�deos y fotograf�as ajenas a los prop�sitos de este grupo se cambi� la configuraci�n de manera tal que cualquiera puede invitar miembros  pero estos deber�n ser aprobados por un administrador. En este sentido agradezco a Josie Villarrubia-Mendoza  Dolors Cabezas  Miguel �ngel Rodrigo Jim�nez  Rosa Arias Melixa E. Mangom� Senati Maki ElGuerrero y Badaman Cort�s que cuando acepten a un nuevo miembro revisen primero las publicaciones en su muro. �Gracias!,,,,,2015-01-25T19:50:08+0000,1422215408,25/01/2015 20:50,46,13,47,0,60
status,post_user_333386441351,333386441351_10152981783226352,https://www.facebook.com/333386441351/posts/10152981783226352,Gloria Pino made Badaman Cort�s an admin of the group Asociaci�n espa�ola S�ndrome de Marfan.,,,,,2015-01-25T19:36:56+0000,1422214616,25/01/2015 20:36,3,0,3,0,3
link,post_user_333386441351,333386441351_10152980310976352,https://www.facebook.com/333386441351/posts/10152980310976352,,https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/14938240_1135027876550428_3553662954527580646_n.jpg?oh=e468d5b8e6af64fb3e2ce54866748384&oe=58CB5028,https://external.xx.fbcdn.net/safe_image.php?d=AQC5c6B3-2ByogKj&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fv%2Ft1.0-1%2Fp200x200%2F14938240_1135027876550428_3553662954527580646_n.jpg%3Foh%3De468d5b8e6af64fb3e2ce54866748384%26oe%3D58CB5028,https://www.facebook.com/uncursovital/,facebook.com,2015-01-25T01:09:16+0000,1422148156,25/01/2015 2:09,0,0,0,0,0
status,post_user_333386441351,333386441351_10152958655831352,https://www.facebook.com/333386441351/posts/10152958655831352,Se agradece publicar contenidos pertinentes a los prop�sitos del grupo.,,,,,2015-01-14T19:42:29+0000,1421264549,14/01/2015 20:42,11,2,11,0,13
status,post_user_333386441351,333386441351_10152964044551352,https://www.facebook.com/333386441351/posts/10152964044551352,Hola grupo de MARFANT�STICOS. El pr�ximo martes se opera mi hermano Manuel en el 12 de octubre. Llevamos perdida la cuenta  pero es la octava o novena operaci�n en la aorta. Como todas las anteriores  es bastante complicada y el riesgo es grande. Os pido que lo teng�is presente estos d�as previos. Ya est� hospitalizado y le est�n haciendo las �ltimas pruebas. Os mantendremos informados. Un fuerte abrazo para todos.,,,,,2015-01-17T12:04:43+0000,1421496283,17/01/2015 13:04,64,51,64,1,116
status,post_user_333386441351,333386441351_10152959983276352,https://www.facebook.com/333386441351/posts/10152959983276352,Una petici�n: estoy tratando de contactar con la Unidad de Marfan del 12 de octubre para la revisi�n de mi hijo y no lo consigo. No s� si se habr�n trasladado �al Puerta de Hierro? Agradecer�a que alguien me facilitase el tel�fono de contacto. Un cordial saludo,,,,,2015-01-15T13:28:41+0000,1421328521,15/01/2015 14:28,1,8,1,0,9
status,post_user_333386441351,333386441351_10152958783421352,https://www.facebook.com/333386441351/posts/10152958783421352,Alguien que haya pasado por la operacion de dilatacion de aorta me puede informar  por favor??,,,,,2015-01-14T20:59:48+0000,1421269188,14/01/2015 21:59,0,8,0,0,8
status,post_user_333386441351,333386441351_10152852549061352,https://www.facebook.com/333386441351/posts/10152852549061352,Hola quisiera saver si alguno de vosotro lw an implantado lentes en camara anterior y os estan dando problemas. Yo hace 6 a�os k mw las pusieron y desde entoncws no paro de tener problemas de uveitis  derrame macular y la cornea la tengo ya en las ultimas . Me stan aconsejando que mw las quiten ya que la vision em ojo id es de 0 10 y el otro ojo tabm stoy perdiendo . Me las implanto el D gallardo en el reina sofia de cordoba. Gracias,,,,,2014-12-08T12:43:19+0000,1418042599,08/12/2014 13:43,5,11,5,0,16
status,post_user_333386441351,333386441351_10152958672466352,https://www.facebook.com/333386441351/posts/10152958672466352,Es un placer pertenecer a esta asosacion del sindrome de marfan,,,,,2015-01-14T19:54:15+0000,1421265255,14/01/2015 20:54,18,14,18,0,32
photo,post_user_333386441351,333386441351_10152909372216352,https://www.facebook.com/333386441351/posts/10152909372216352,DESEAMOS UN FELIZ A�O NUEVO  BESOS,https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/10801665_10205906179643205_641257343751928354_n.jpg?oh=e43c48cfb90eebb5a439d905f0049c37&oe=58AFE969,https://scontent.xx.fbcdn.net/v/t1.0-9/10801665_10205906179643205_641257343751928354_n.jpg?oh=abd9d81717164cd0f87f07eea2fb44e3&oe=58B450D2,https://www.facebook.com/photo.php?fbid=10205906179643205&set=gm.10152909372216352&type=3,facebook.com,2014-12-31T21:48:45+0000,1420062525,31/12/2014 22:48,7,0,7,0,7
link,post_user_333386441351,333386441351_10152906553666352,https://www.facebook.com/333386441351/posts/10152906553666352,http://www.canalmarfan.org/informacion-profesional/blog-profesional/100-farmacos/228-atenolol-frente-a-losartan-en-ninos-y-adultos-jovenes-con-sindrome-de-marfan.html,https://external.xx.fbcdn.net/safe_image.php?d=AQDZrCpW5bJDqsGO&w=130&h=130&url=http%3A%2F%2Fwww.stilogo.com%2Fimages%2Fstories%2Fbystilogo.png&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQA9Q3nASz0D4-j3&url=http%3A%2F%2Fwww.stilogo.com%2Fimages%2Fstories%2Fbystilogo.png,http://www.canalmarfan.org/informacion-profesional/blog-profesional/100-farmacos/228-atenolol-frente-a-losartan-en-ninos-y-adultos-jovenes-con-sindrome-de-marfan.html,canalmarfan.org,2014-12-31T03:53:36+0000,1419998016,31/12/2014 4:53,2,0,2,0,2
status,post_user_333386441351,333386441351_10152892161111352,https://www.facebook.com/333386441351/posts/10152892161111352,,,,,,2014-12-25T21:15:47+0000,1419542147,25/12/2014 22:15,0,0,0,0,0
link,post_user_333386441351,333386441351_10152883149106352,https://www.facebook.com/333386441351/posts/10152883149106352,http://www.institutocardiotecnologico.com/es/blog/view/38-me-voy-a-operar-del-corazon-preguntas-frecuentes-faq.html,https://external.xx.fbcdn.net/safe_image.php?d=AQDJ_BoY_9mWk9lt&w=130&h=130&url=http%3A%2F%2Fwww.institutocardiotecnologico.com%2Fimages%2Fstories%2Findex_circulo.png&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQC0sP5CbE_f7Jfz&url=http%3A%2F%2Fwww.institutocardiotecnologico.com%2Fimages%2Fstories%2Findex_circulo.png,http://www.institutocardiotecnologico.com/es/blog/view/38-me-voy-a-operar-del-corazon-preguntas-frecuentes-faq.html,institutocardiotecnologico.com,2014-12-22T01:32:03+0000,1419211923,22/12/2014 2:32,5,0,5,0,5
video,post_user_333386441351,333386441351_10152875104701352,https://www.facebook.com/333386441351/posts/10152875104701352,,https://external.xx.fbcdn.net/safe_image.php?d=AQBc3hM8tDiB2ARp&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FtzY0DGUxhfY%2Fmaxresdefault.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQBjczpsamLUuJ6x&w=720&h=720&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FtzY0DGUxhfY%2Fmaxresdefault.jpg&cfs=1,http://youtu.be/tzY0DGUxhfY,youtu.be,2014-12-18T22:50:20+0000,1418943020,18/12/2014 23:50,2,0,2,0,2
status,post_user_333386441351,333386441351_10152863289636352,https://www.facebook.com/333386441351/posts/10152863289636352,Hola amores! Una preguntita...a alguien que ya est� operad@ le a dejado de funcionar medio coraz�n?  Estoy asustadisima todav�a no cumpl� ni 2 a�os que me operaron y fui al cardiologo me dijo que simplemente tengo una ligera insuficiencia pero cuando fui al medico de cabecera a recoger un informe el me dijo que me dejo de funcionar medio coraz�n y en verdad asta ace poco sent�a como peque�as taquicardias y aora ya no las siento  Porfavor alguien que haya pasado esto y me pueda decir algo para quedarme algo m�s tranquila.????????,,,,,2014-12-13T11:44:29+0000,1418471069,13/12/2014 12:44,3,41,3,0,44
photo,post_user_333386441351,333386441351_10152863591941352,https://www.facebook.com/333386441351/posts/10152863591941352,From us Marfan syndrom Slovenia ( EU ) to you <3,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10556354_689721077809706_9150646121206108310_n.jpg?oh=f40d6e642ac54f6f5fa277f6aa85225e&oe=58B0EBCE,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10556354_689721077809706_9150646121206108310_n.jpg?oh=5c8fc3ec8acffdcab43d8e29f2b9bbec&oe=58D00231,https://www.facebook.com/photo.php?fbid=689721077809706&set=gm.10152863591941352&type=3,facebook.com,2014-12-13T15:18:12+0000,1418483892,13/12/2014 16:18,5,0,5,0,5
status,post_user_333386441351,333386441351_10152857425341352,https://www.facebook.com/333386441351/posts/10152857425341352,Tanto nuevo HUCA (Hospital Universitario Central de Asturias) que si es uno de los hospitales mas avanzados de Europa que si tiene los mejores m�dicos... pero de gesti�n una puta mierda!!!!   La semana pasada me llaman para decirme que tenia una operaci�n programada para el pr�ximo viernes (d�a 12 de diciembre) y que medicamentos estaba tomando y que no me preocupase que ya me llamar�an para ingresar. Hoy d�a 10 viendo que no me llamaban decido llamar a ver si es que se les habia pasado llamarme y que hostias pasaba. Pues llamo y me dicen que no tenia ninguna operaci�n programada y que no entend�an quien me podr�a haber llamado... En f�n  menudo puto descontrol!!!! Un hospital abierto en junio de 2014 y no da mas que problemas  que si goteras http://multimedia.lne.es/videos/asturias/20140803/goteras-grandes-charcos-nuevo-huca-por-una-tormenta-894614.shtml  que si problemas informaticos http://www.asturias24.es/secciones/vivir/noticias/nuevo-fallo-en-el-sistema-informatico-del-laboratorio-del-huca/1417029583   que si falta de cobertura movil que afecta a urgencias y radiolog�a http://www.asturias24.es/secciones/vivir/noticias/las-sombras-en-la-cobertura-de-telefonia-movil-del-huca-afectan-a-urgencias-y-radioterapia/1417974501 ...,,,,,2014-12-10T12:53:10+0000,1418215990,10/12/2014 13:53,8,12,8,0,20
link,post_user_333386441351,333386441351_10152861982646352,https://www.facebook.com/333386441351/posts/10152861982646352,,https://external.xx.fbcdn.net/safe_image.php?d=AQDprEAW71Tz6WVp&w=130&h=130&url=http%3A%2F%2Fwww.blogdefarmacia.com%2Fwp-content%2Fuploads%2F2014%2F12%2Fanticoagulantes.jpg&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCjW16hkoETxonZ&url=http%3A%2F%2Fwww.blogdefarmacia.com%2Fwp-content%2Fuploads%2F2014%2F12%2Fanticoagulantes.jpg,http://www.blogdefarmacia.com/el-tratamiento-con-anticoagulantes-requiere-un-riguroso-control/,blogdefarmacia.com,2014-12-12T18:26:21+0000,1418408781,12/12/2014 19:26,7,0,7,0,7
link,post_user_333386441351,333386441351_10152851781696352,https://www.facebook.com/333386441351/posts/10152851781696352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQC7wp5KH1AKfuwU&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg&cfs=1&sx=113&sy=0&sw=198&sh=198,https://external.xx.fbcdn.net/safe_image.php?d=AQAlGvhXtV-w53gp&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg,http://mundomarfan.wordpress.com/2014/12/08/losartan-vs-atenolol-comentarios-sobre-los-resultados-del-estudio-ii/,mundomarfan.wordpress.com,2014-12-08T01:09:47+0000,1418000987,08/12/2014 2:09,6,0,6,0,6
link,post_user_333386441351,333386441351_10152837703916352,https://www.facebook.com/333386441351/posts/10152837703916352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQCXfzxRvplFsphp&w=130&h=130&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fflor-marchita.jpg%3Fw%3D300&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQCMwAsQ2Ard1xLL&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fflor-marchita.jpg%3Fw%3D300,http://mundomarfan.wordpress.com/2014/11/30/cuitas/#more-2913,mundomarfan.wordpress.com,2014-11-30T23:46:21+0000,1417391181,01/12/2014 0:46,6,0,6,0,6
photo,post_user_333386441351,333386441351_10152824690306352,https://www.facebook.com/333386441351/posts/10152824690306352,Todos para uno y uno para todos - m�s fuertes juntos. Marfan syndrom Slovenia ( EU ),https://scontent.xx.fbcdn.net/v/t1.0-0/q84/s130x130/10388631_679942418787572_559686533975429723_n.jpg?oh=8d280c88fdaca9d3ffad54010fdc57d1&oe=58AFA7F5,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10388631_679942418787572_559686533975429723_n.jpg?oh=5174bd183f70e4b1de0f318a24908b35&oe=58B77C00,https://www.facebook.com/photo.php?fbid=679942418787572&set=gm.10152824690306352&type=3,facebook.com,2014-11-24T09:32:08+0000,1416821528,24/11/2014 10:32,11,0,11,0,11
link,post_user_333386441351,333386441351_10152824200696352,https://www.facebook.com/333386441351/posts/10152824200696352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQA7faUh8FNs-BkZ&w=130&h=130&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fatenolol-vs-losartan.jpg%3Fw%3D300&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQAS4jnyhg2_NIYD&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fatenolol-vs-losartan.jpg%3Fw%3D300,http://mundomarfan.wordpress.com/2014/11/24/losartan-vs-atenolol-comentarios-sobre-los-resultados-del-estudio-i/,mundomarfan.wordpress.com,2014-11-24T02:26:33+0000,1416795993,24/11/2014 3:26,11,0,11,0,11
photo,post_user_333386441351,333386441351_10152820317711352,https://www.facebook.com/333386441351/posts/10152820317711352,Ilda Daniela shared Ilda Daniela s photo to the group: Asociaci�n espa�ola S�ndrome de Marfan.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1455897_1556111284634164_7358956940543772542_n.png?oh=4572d68a7cdefd3940664e42d89e0eed&oe=58C29C17,https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1455897_1556111284634164_7358956940543772542_n.png?oh=1cd18b5c066450d55c16d4a8072628a1&oe=58CA02E8,https://www.facebook.com/ildadaniela.autora/photos/a.1517995651779061.1073741833.1489523864626240/1556111284634164/?type=3,facebook.com,2014-11-22T00:48:16+0000,1416617296,22/11/2014 1:48,1,1,1,0,2
link,post_user_333386441351,333386441351_10152782439476352,https://www.facebook.com/333386441351/posts/10152782439476352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQDDTTZAYjc9UnbZ&w=130&h=130&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fmaria-julia-y-mariano.jpg%3Fw%3D300&cfs=1&sx=2&sy=0&sw=296&sh=296,https://external.xx.fbcdn.net/safe_image.php?d=AQAc2zk35FCSlhIx&url=https%3A%2F%2Fmundomarfan.files.wordpress.com%2F2014%2F11%2Fmaria-julia-y-mariano.jpg%3Fw%3D300,http://mundomarfan.wordpress.com/2014/11/02/gracias-maria-julia/,mundomarfan.wordpress.com,2014-11-02T23:33:20+0000,1414971200,03/11/2014 0:33,11,4,11,0,15
link,post_user_333386441351,333386441351_10152818973301352,https://www.facebook.com/333386441351/posts/10152818973301352,Para los que prefieran leer el art�culo en espa�ol,https://external.xx.fbcdn.net/safe_image.php?d=AQCSakK9_qww_RGK&w=130&h=130&url=http%3A%2F%2Fwww.canalmarfan.org%2Fimages%2Fstories%2FPublicar.png&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQA-i4PHe4-el9e0&url=http%3A%2F%2Fwww.canalmarfan.org%2Fimages%2Fstories%2FPublicar.png,http://www.canalmarfan.org/informacion-profesional/blog-profesional/100-farmacos/228-atenolol-frente-a-losartan-en-ninos-y-adultos-jovenes-con-sindrome-de-marfan.html,canalmarfan.org,2014-11-21T07:32:37+0000,1416555157,21/11/2014 8:32,9,1,9,0,10
link,post_user_333386441351,333386441351_10152814362501352,https://www.facebook.com/333386441351/posts/10152814362501352,,https://external.xx.fbcdn.net/safe_image.php?d=AQC8EN1yjaNqBoUM&w=130&h=130&url=http%3A%2F%2Fwww.marfan.org%2Fsites%2Fdefault%2Ffiles%2Fstyles%2Fmain_blog_teaser%2Fpublic%2Fimages%2Fnews%2Fclinical_trial_statement.jpg%3Fitok%3DD62WcKOl&cfs=1,https://external.xx.fbcdn.net/safe_image.php?d=AQBNl33NRhA91eNh&url=http%3A%2F%2Fwww.marfan.org%2Fsites%2Fdefault%2Ffiles%2Fstyles%2Fmain_blog_teaser%2Fpublic%2Fimages%2Fnews%2Fclinical_trial_statement.jpg%3Fitok%3DD62WcKOl,http://www.marfan.org/about-us/news/2014/11/18/losartan-shown-be-effective-treatment-marfan-syndrome-new-option-patients#.VGu5tChtu_Q,marfan.org,2014-11-18T22:09:58+0000,1416348598,18/11/2014 23:09,14,1,14,0,15
link,post_user_333386441351,333386441351_10152810367631352,https://www.facebook.com/333386441351/posts/10152810367631352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQC7wp5KH1AKfuwU&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg&cfs=1&sx=113&sy=0&sw=198&sh=198,https://external.xx.fbcdn.net/safe_image.php?d=AQAlGvhXtV-w53gp&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg,http://mundomarfan.wordpress.com/2014/11/16/empoderamiento/,mundomarfan.wordpress.com,2014-11-16T22:28:14+0000,1416176894,16/11/2014 23:28,10,0,10,0,10
link,post_user_333386441351,333386441351_10152795783016352,https://www.facebook.com/333386441351/posts/10152795783016352,Nuestra entrada de hoy La historia de Luis Fernando Gonz�lez G,https://external.xx.fbcdn.net/safe_image.php?d=AQC7wp5KH1AKfuwU&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg&cfs=1&sx=113&sy=0&sw=198&sh=198,https://external.xx.fbcdn.net/safe_image.php?d=AQAlGvhXtV-w53gp&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg,http://mundomarfan.wordpress.com/2014/11/10/el-dia-que-marfan-me-alcanzo/,mundomarfan.wordpress.com,2014-11-10T02:02:43+0000,1415584963,10/11/2014 3:02,8,0,8,0,8
link,post_user_333386441351,333386441351_10152768724991352,https://www.facebook.com/333386441351/posts/10152768724991352,,https://scontent.xx.fbcdn.net/v/t1.0-1/p200x200/10171850_800668543305777_8982541457705098716_n.jpg?oh=068526ea3246acdbad4b042f20cdc3a4&oe=58CBF341,https://external.xx.fbcdn.net/safe_image.php?d=AQBA1Vn3LixVQUL_&url=https%3A%2F%2Fscontent.xx.fbcdn.net%2Fv%2Ft1.0-1%2Fp200x200%2F10171850_800668543305777_8982541457705098716_n.jpg%3Foh%3D068526ea3246acdbad4b042f20cdc3a4%26oe%3D58CBF341,https://www.facebook.com/El-libro-que-los-padres-buscan-797972906908674/,facebook.com,2014-10-27T08:18:27+0000,1414397907,27/10/2014 9:18,0,0,0,0,0
video,post_user_333386441351,333386441351_10152767714171352,https://www.facebook.com/333386441351/posts/10152767714171352,mariela ugolini  letic castro fomentando la importancia del trabajo de la estimulaci�n visual en edades tempranas,https://external.xx.fbcdn.net/safe_image.php?d=AQASUbZMBUo5zRSr&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FW69d4dsIYN8%2Fhqdefault.jpg&cfs=1&sx=81&sy=0&sw=360&sh=360,https://external.xx.fbcdn.net/safe_image.php?d=AQAcVzG99n9NflO9&w=360&h=360&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FW69d4dsIYN8%2Fhqdefault.jpg&cfs=1&sx=81&sy=0&sw=360&sh=360,http://www.youtube.com/watch?v=W69d4dsIYN8&feature=share,youtube.com,2014-10-26T20:26:24+0000,1414355184,26/10/2014 21:26,1,0,1,0,1
video,post_user_333386441351,333386441351_10152767689456352,https://www.facebook.com/333386441351/posts/10152767689456352,mariela ugolini  letic castro fomentando la importancia del trabajo de la estimulaci�n visual en edades tempranas,https://external.xx.fbcdn.net/safe_image.php?d=AQASUbZMBUo5zRSr&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FW69d4dsIYN8%2Fhqdefault.jpg&cfs=1&sx=81&sy=0&sw=360&sh=360,https://external.xx.fbcdn.net/safe_image.php?d=AQAcVzG99n9NflO9&w=360&h=360&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2FW69d4dsIYN8%2Fhqdefault.jpg&cfs=1&sx=81&sy=0&sw=360&sh=360,http://www.youtube.com/watch?v=W69d4dsIYN8&feature=share,youtube.com,2014-10-26T20:10:31+0000,1414354231,26/10/2014 21:10,3,0,3,0,3
photo,post_user_333386441351,333386441351_10152759503811352,https://www.facebook.com/333386441351/posts/10152759503811352,Montse Cortazar shared Montse Cort�zar Literary Agency s photo to the group: Asociaci�n espa�ola S�ndrome de Marfan.,https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1932271_846179645416081_6837435462367903264_n.png?oh=e72a0b13e7d8667ea74c1cc31a25b06e&oe=58B77F9A,https://scontent.xx.fbcdn.net/v/t1.0-9/1932271_846179645416081_6837435462367903264_n.png?oh=d6329457954ce96f720683876224efe2&oe=58FA5B29,https://www.facebook.com/204928029541249/photos/a.248406285193423.68590.204928029541249/846179645416081/?type=3,facebook.com,2014-10-22T09:42:09+0000,1413970929,22/10/2014 11:42,1,0,1,0,1
link,post_user_333386441351,333386441351_10152754807326352,https://www.facebook.com/333386441351/posts/10152754807326352,Nuestra entrada de hoy,https://external.xx.fbcdn.net/safe_image.php?d=AQC7wp5KH1AKfuwU&w=130&h=130&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg&cfs=1&sx=113&sy=0&sw=198&sh=198,https://external.xx.fbcdn.net/safe_image.php?d=AQAlGvhXtV-w53gp&url=http%3A%2F%2Fmundomarfan.files.wordpress.com%2F2012%2F03%2Fmml-banner_2.jpg,http://mundomarfan.wordpress.com/2014/10/19/servicio-de-informacion-y-orientacion-sobre-enfermedades-raras-sio/,mundomarfan.wordpress.com,2014-10-19T22:58:30+0000,1413759510,20/10/2014 0:58,9,0,9,0,9
video,post_user_333386441351,333386441351_10152749456306352,https://www.facebook.com/333386441351/posts/10152749456306352,,https://external.xx.fbcdn.net/safe_image.php?d=AQAtF-JHyJGFa9Px&w=130&h=130&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F5zLZ9pAi-yQ%2Fhqdefault.jpg&cfs=1&sx=57&sy=0&sw=360&sh=360,https://external.xx.fbcdn.net/safe_image.php?d=AQCZ7pS0nc1-4ZuS&w=360&h=360&url=http%3A%2F%2Fi.ytimg.com%2Fvi%2F5zLZ9pAi-yQ%2Fhqdefault.jpg&cfs=1&sx=57&sy=0&sw=360&sh=360,https://www.youtube.com/watch?v=5zLZ9pAi-yQ&list=PLk0iWDYOYoMrRxoXt7u2CyOV0pjaSPMgd,youtube.com,2014-10-17T08:09:02+0000,1413533342,17/10/2014 10:09,0,0,0,0,0
status,post_user_333386441351,333386441351_10152746634121352,https://www.facebook.com/333386441351/posts/10152746634121352,4 a�os de la operaci�n de mi hermano...4 a�os agradeci�ndoos respuestas a muchas dudas porque no os suena a chino cuando hablamos de  S�ndrome de Marfan y 4 a�os en los que alguien me entiende cuando cuento como me siento  mis miedos y preocupaciones por  esta maldita enfermedad  que nos cambi� la vida a todos ( a mi hermano por tenerla y a los dem�s por convivir con ella). Muchas gracias por saber que est�is ah�.,,,,,2014-10-15T22:05:25+0000,1413410725,16/10/2014 0:05,29,6,29,0,35
